HYBAS_ID,hydrobasins_attribute__h_flood_prone_terrain,hydrobasins_upstream_area_km2,hydrobasins_local_area_km2,hydrobasins_upstream_to_local_area_ratio,hydrobasins_dist_main,hydrobasins_dist_sink,hydrobasins_order,hydrobasins_pfaf_id,hydrobasins_main_bas,hydrobasins_next_down,h_precip_variability,h_drought_intensity,h_flood_prone_terrain,e_population_density,e_built_up_fraction,e_cropland_fraction,s_slope_mean,s_ecological_fragility,s_water_stress_proxy,a_surface_water_fraction,a_green_blue_space_fraction,a_economic_proxy
4060732480,8.391425865980748,4408.1,4408.1,1.0,1685.7,1685.7,2,434916,4060009880,4060752740,0.647868373177915,-16,2,118.598,3,21,244,26.0,104,1,75,18020
4060732820,13.778458635283808,963625.1,11578.5,83.22538325344388,1685.7,1685.7,1,434917,4060009880,4060752740,0.6424641743054333,-21,8,194.026,4,28,185,58.0,63,14,57,17536
4060736820,13.760926275262996,946877.7,9737.7,97.23833143350072,1818.3,1818.3,1,434919,4060009880,4060732820,0.6170813042541315,-18,21,339.661,8,48,134,76.0,63,34,60,18290
4060736830,8.549970110930175,5165.6,5165.6,1.0,1818.3,1818.3,2,434918,4060009880,4060732820,0.6835334091579804,-14,17,287.666,9,41,164,64.0,98,5,41,18318
4060738860,10.766554707172284,47407.4,8182.3,5.793896581645748,3228.7,3228.7,2,434967,4060009880,4060780100,0.929829974298041,2,0,12.401,0,2,263,45.0,219,0,55,18318
4060738870,8.567753217027938,5258.3,5258.3,1.0,3228.5,3228.5,3,434966,4060009880,4060780100,0.8791172886625036,-15,0,16.226,0,2,278,53.0,126,0,47,18318
4060744360,9.876260230281645,19461.8,19461.8,1.0,946.7,946.7,3,434620,4060009880,4060748300,0.5717039592129081,5,56,364.959,8,33,39,90.0,214,14,29,11600
4060744670,11.88681183881373,145336.2,14961.3,9.714142487618057,946.7,946.7,2,434630,4060009880,4060748300,0.5819396829811715,13,49,334.605,11,38,41,90.0,295,15,51,11609
4060748300,12.015560235094805,165306.1,508.2,325.27764659582846,902.2,902.2,2,434610,4060009880,4060748320,0.5701329830515378,-8,99,4296.72,54,60,7,100.0,117,76,100,11609
4060748310,14.073229356636926,1293973.9,22235.0,58.19536316617944,902.2,902.2,1,434700,4060009880,4060748320,0.5163498739531928,-12,86,463.9,11,50,24,84.0,120,50,100,11491
4060748320,14.198450808868332,1466589.4,7315.9,200.4660260528438,824.2,824.2,1,434509,4060009880,4060752200,0.5758109232204328,-6,66,854.626,14,47,30,96.0,127,41,100,11562
4060748330,8.418874490547458,4530.8,4530.8,1.0,824.4,824.4,2,434508,4060009880,4060752200,0.582001969067149,-11,59,351.598,8,33,61,85.0,102,16,47,11568
4060750050,8.63755068807997,5638.5,5638.5,1.0,496.8,496.8,2,434308,4060009880,4060720580,0.5434308974564123,-26,44,285.602,10,22,98,62.0,39,12,100,8680
4060750160,14.325107006603943,1664618.3,9011.5,184.72155578982407,496.6,496.6,1,434309,4060009880,4060720580,0.5267809304434088,-22,79,335.938,16,38,41,77.0,80,108,100,9443
4060752200,14.201623141464845,1471249.3,130.3,11291.245587106676,807.9,807.9,1,434507,4060009880,4060752890,0.5805443367599549,-13,100,1913.226,46,55,5,99.0,110,7,100,11609
4060752520,8.081258566491874,3232.3,3232.3,1.0,807.9,807.9,2,434506,4060009880,4060752890,0.5738948002790507,-15,82,355.826,12,54,25,85.0,112,134,100,11609
4060752740,13.796522928467146,981190.5,13357.8,73.4544984952612,1472.4,1472.4,1,434915,4060009880,4060756940,0.6150446510739991,-10,5,184.443,4,16,197,50.0,120,16,67,12126
4060752770,8.107689940974975,3318.9,3318.5,1.000120536386922,790.1,790.1,2,434504,4060009880,4060769140,0.5830422595860192,-20,28,298.566,7,30,94,71.0,51,7,36,11578
4060752870,9.737733985469593,16944.1,16944.1,1.0,1472.4,1472.4,2,434914,4060009880,4060756940,0.5937872088556853,-28,7,148.006,3,15,178,72.0,26,3,32,11634
4060752890,14.203962831682702,1474695.6,215.7,6836.789986091795,790.1,790.1,1,434505,4060009880,4060769140,0.5748341767135716,-15,94,2014.889,59,52,11,100.0,101,49,100,11609
4060756820,8.89918494333876,7325.0,7324.8,1.0000273044997816,1380.8,1380.8,2,434912,4060009880,4060783120,0.6229744925137222,3,31,141.964,3,22,105,86.0,204,18,33,11609
4060756940,13.81547655738626,999965.0,2075.6,481.7715359414145,1380.6,1380.6,1,434913,4060009880,4060783120,0.583842308914988,-2,40,394.021,12,42,26,84.0,155,12,36,11609
4060758850,9.863592211872872,19216.8,19216.8,1.0,4042.2,4042.2,3,434988,4060009880,4060784050,0.9977806436903554,13,0,6.6,0,1,193,77.0,225,0,23,17125
4060758990,10.697818538430388,44258.2,44258.2,1.0,4042.1,4042.1,2,434989,4060009880,4060784050,1.0206719680226628,22,0,5.449,0,1,158,89.0,246,0,11,16997
4060764320,11.312952637052978,81874.3,21360.9,3.8329049805953863,2288.2,2288.2,2,434945,4060009880,4060765830,0.7939922088231104,5,31,355.654,10,43,105,67.0,234,3,37,18025
4060764560,10.569186452136844,38916.0,38915.9,1.0000025696437702,2288.1,2288.1,3,434944,4060009880,4060765830,0.7284000328853151,-7,21,314.599,10,34,147,60.0,153,2,43,17827
4060765830,11.702052975296484,120818.5,28.3,4269.204946996466,2280.0,2280.0,2,434943,4060009880,4060779600,0.650724983350409,3,100,471.688,29,47,47,100.0,191,0,18,18318
4060765990,10.491390877299889,36003.2,36002.5,1.0000194430942295,2280.0,2280.0,3,434942,4060009880,4060779600,0.8471022808198009,9,28,339.521,8,40,134,67.0,252,4,37,18303
4060769140,14.21134907880866,1485628.4,7618.4,195.0053029507508,709.1,709.1,1,434503,4060009880,4060773130,0.5635502092256703,-23,47,509.565,16,29,73,76.0,58,33,71,11540
4060769560,8.567791244179329,5258.5,5258.5,1.0,709.1,709.1,2,434502,4060009880,4060773130,0.544097229373228,-22,40,212.636,8,19,110,68.0,85,34,79,11232
4060773130,14.21643229390359,1493199.4,2322.9,642.8169098971113,622.7,622.7,1,434501,4060009880,4060750160,0.5034723935564372,-24,72,877.334,32,37,59,73.0,54,43,95,9404
4060773260,11.997973482753336,162424.3,1070.7,151.69916876809563,622.9,622.9,2,434410,4060009880,4060750160,0.5036227565093461,-31,88,374.412,22,41,35,90.0,25,212,100,8821
4060774560,13.653387432478697,850335.5,11137.3,76.35023749023551,2060.3,2060.3,1,434930,4060009880,4060736820,0.6271629111027001,-7,63,480.621,12,47,81,75.0,120,21,48,18318
4060774570,11.37135844442127,86798.7,4290.6,20.2299678366662,2060.1,2060.1,2,434921,4060009880,4060736820,0.6092052260338162,-18,26,194.088,6,32,153,52.0,59,3,52,18111
4060779600,11.977799083181624,159180.3,2358.1,67.50362580043254,2187.2,2187.2,2,434941,4060009880,4060774560,0.6422773243607277,-2,69,1574.198,39,55,85,72.0,151,1,32,18318
4060779690,13.42987381211526,680016.5,1260.1,539.6528053329101,2187.4,2187.4,1,434951,4060009880,4060774560,0.6390376890292317,0,47,2330.14,41,53,80,72.0,168,1,32,18318
4060779790,9.46762251353688,12933.1,12932.7,1.000030929349633,2739.9,2739.9,3,434964,4060009880,4060780110,0.9068508107136736,-18,9,131.651,4,18,214,46.0,145,1,55,18318
4060780100,11.254512185073708,77226.6,24561.5,3.1442135048755167,2739.9,2739.9,2,434965,4060009880,4060780110,0.9124494734830222,-14,4,81.929,3,10,254,60.0,169,1,41,18318
4060780110,11.4095917827859,90181.6,21.7,4155.834101382489,2734.7,2734.7,2,434963,4060009880,4060805770,0.9308516077116696,-19,93,1803.364,59,47,21,100.0,154,0,15,18318
4060780120,10.43257049257295,33946.5,33946.2,1.0000088375134772,2734.7,2734.7,3,434962,4060009880,4060805770,0.8689100750163541,-9,15,366.032,9,18,202,56.0,163,1,45,18318
4060783120,13.826668970673795,1011219.9,3925.2,257.6225160501376,1134.2,1134.2,1,434911,4060009880,4060748310,0.4953729419394881,-10,98,633.875,16,53,4,91.0,113,38,87,11374
4060783330,12.47055888777873,260551.3,6993.3,37.25727482018503,1134.2,1134.2,2,434810,4060009880,4060748310,0.4938540041402416,-20,75,483.887,10,42,26,62.0,93,67,100,10241
4060783960,11.508251559270336,99532.7,2030.7,49.013985325257295,666.6,666.6,2,434430,4060009880,4060773260,0.5210200655718243,-23,57,271.271,12,29,57,76.0,37,129,100,8821
4060783970,11.032008096942905,61820.6,1841.6,33.56896177237185,666.5,666.5,3,434421,4060009880,4060773260,0.5223318285353962,-20,94,323.426,16,35,17,90.0,63,356,100,8821
4060784050,11.175213860650056,71339.1,7864.0,9.071604781281792,3934.8,3934.8,2,434987,4060009880,4060828450,1.0468134672111526,5,0,9.634,0,1,220,53.0,222,0,47,18318
4060784200,8.677609912822142,5869.0,5869.0,1.0,3934.8,3934.8,3,434986,4060009880,4060828450,1.0103715274023437,-14,0,7.21,0,1,204,87.0,141,0,13,18318
4060788450,13.417501732561137,671655.1,4852.1,138.42565074916016,2241.6,2241.6,1,434953,4060009880,4060779690,0.6548800160802298,-2,53,522.644,16,48,82,84.0,155,2,20,18076
4060788460,8.86807538975411,7100.6,7100.6,1.0,2241.4,2241.4,2,434952,4060009880,4060779690,0.639759550790985,-7,35,243.108,7,35,155,65.0,121,0,35,13656
4060789820,11.220638137926452,74654.4,11987.3,6.227791078891827,2148.1,2148.1,2,434923,4060009880,4060774570,0.6015779433233956,-24,11,117.274,2,24,166,61.0,33,0,39,12864
4060789960,8.968841894939995,7853.5,7853.5,1.0,2148.3,2148.3,3,434922,4060009880,4060774570,0.622642532167357,-14,25,117.55,1,22,167,73.0,67,0,27,7462
4060791810,9.602010769062158,14793.5,14793.5,1.0,698.3,698.3,3,434440,4060009880,4060783960,0.5211995297645465,-16,39,154.751,5,16,114,56.0,132,23,72,8852
4060791820,11.323087329344611,82708.3,1725.8,47.92461467145672,698.1,698.1,2,434450,4060009880,4060783960,0.4925322391092698,18,90,2028.813,42,55,21,98.0,347,56,100,8821
4060794670,9.97351255785632,21449.7,21449.6,1.0000046620916008,713.5,713.5,4,434422,4060009880,4060783970,0.5639276467849466,-32,50,241.914,10,20,82,38.0,73,51,100,8944
4060794820,10.559195032997058,38529.1,533.2,72.26012753188296,713.5,713.5,3,434423,4060009880,4060783970,0.5219210097654103,-13,100,102.794,2,21,1,99.0,114,481,100,8821
4060795650,11.927753933017966,151410.1,1134.3,133.4832936612889,1186.0,1186.0,2,434830,4060009880,4060783330,0.4889238730715412,-18,100,295.98,5,58,0,81.0,110,66,100,10166
4060795660,11.534189768594937,102148.2,19222.7,5.31393612759914,1186.2,1186.2,3,434821,4060009880,4060783330,0.4915284068150745,-23,64,547.636,13,26,63,44.0,109,5,67,10130
4060801220,10.200152904238951,26906.3,26906.3,1.0,1274.6,1274.6,3,434860,4060009880,4060802670,0.5409097198503652,-20,41,247.355,6,27,107,62.0,49,13,58,10574
4060801370,10.232474702804636,27790.2,27790.2,1.0,2439.9,2439.9,2,434956,4060009880,4060804380,0.8660604975142322,3,54,670.018,19,65,50,95.0,213,4,10,18318
4060801390,11.443447833148827,93287.1,14070.3,6.630071853478604,1274.3,1274.3,2,434870,4060009880,4060802670,0.5131495039050443,-20,46,265.68,5,25,78,49.0,68,21,96,10166
4060801560,13.3359773461384,619071.3,7599.6,81.46103742302226,2439.9,2439.9,1,434957,4060009880,4060804380,0.7209174961155769,0,32,361.105,10,49,95,82.0,173,1,20,18178
4060801670,10.963135495186094,57706.1,17236.6,3.3478818328440645,2251.0,2251.0,2,434925,4060009880,4060789820,0.6067130290158959,-10,11,169.483,3,21,144,54.0,96,0,46,6787
4060801680,8.585001361421432,5349.8,5349.8,1.0,2251.1,2251.1,3,434924,4060009880,4060789820,0.5986880133847156,-29,9,130.911,3,15,168,55.0,16,1,46,14776
4060802670,11.701528087837191,120755.1,562.3,214.75208963186915,1232.1,1232.1,2,434850,4060009880,4060795650,0.4823415769720342,-18,97,565.148,8,43,3,62.0,110,190,100,10166
4060802680,10.292884252465228,29520.8,29520.5,1.000010162429498,1232.2,1232.2,3,434840,4060009880,4060795650,0.4924317484113385,-24,43,365.883,11,25,106,39.0,85,5,71,10099
4060804380,13.38153979685817,647930.2,1070.0,605.5422429906541,2369.2,2369.2,1,434955,4060009880,4060788450,0.6763156071218477,-2,83,632.979,22,56,34,99.0,152,8,14,18318
4060804580,9.845551189113031,18873.2,18872.8,1.0000211945233353,2369.0,2369.0,2,434954,4060009880,4060788450,0.6899945985749506,-2,15,222.183,4,33,158,62.0,152,0,38,9564
4060804900,9.95507380400756,21057.8,21056.9,1.0000427413341944,758.1,758.1,4,434424,4060009880,4060794820,0.6227110537415962,-23,54,283.326,15,28,60,36.0,158,22,100,8927
4060804910,9.737409355176377,16938.6,1557.1,10.878299402735855,757.9,757.9,3,434425,4060009880,4060794820,0.5862867094151696,-23,84,366.039,17,41,18,80.0,130,39,100,8821
4060805770,11.81522468450093,135295.6,11167.7,12.1149028000394,2573.3,2573.3,2,434961,4060009880,4060806110,0.8739991645928903,-8,34,245.833,6,39,112,85.0,178,1,16,18317
4060805930,13.06357957274388,471454.3,234.0,2014.7619658119656,2573.5,2573.5,1,434971,4060009880,4060806110,0.7807107048503928,-1,53,1235.391,28,76,91,100.0,177,1,1,18318
4060806110,13.315953372863232,606798.3,48.4,12537.154958677687,2569.2,2569.2,1,434959,4060009880,4060801560,0.7789781889800558,-3,43,3400.921,43,67,76,100.0,164,0,5,18318
4060806290,8.469849979905717,4767.8,4767.8,1.0,2569.3,2569.3,2,434958,4060009880,4060801560,0.7589919783324923,7,19,297.001,5,50,141,82.0,235,1,19,16538
4060810390,13.030973264089624,456329.8,11167.7,40.861574003599664,2603.3,2603.3,1,434973,4060009880,4060805930,0.8664070927993399,1,5,122.081,2,22,217,54.0,244,1,47,14872
4060810520,9.618827575616669,15044.4,15044.4,1.0,2603.1,2603.1,2,434972,4060009880,4060805930,0.8409640127450637,13,3,220.122,4,25,159,59.0,295,3,44,6800
4060815730,9.872739643587348,19393.4,19393.4,1.0,1588.0,1588.0,3,434880,4060009880,4060801390,0.5756841477801677,-21,14,157.325,5,19,148,44.0,38,2,58,11949
4060815910,11.009664490296505,60454.6,5890.2,10.263590370445826,1587.8,1587.8,2,434891,4060009880,4060801390,0.5549136846903379,-18,19,201.077,8,17,129,39.0,76,10,72,10106
4060816210,7.919828806233008,2750.3,2750.0,1.000109090909091,1017.2,1017.2,4,434428,4060009880,4060817150,0.5978879278411519,-37,42,379.564,17,21,108,52.0,94,3,51,9686
4060816400,7.7221018749439265,2256.7,2256.7,1.0,1017.4,1017.4,3,434429,4060009880,4060817150,0.6007504486661402,-38,40,411.365,20,19,123,41.0,86,2,61,11151
4060817150,9.439871479348431,12579.1,7572.3,1.661199371393104,844.2,844.2,3,434427,4060009880,4060804910,0.6137044551623699,-37,35,308.852,16,21,88,49.0,103,6,57,8922
4060817380,8.969185587860121,7856.2,7855.9,1.0000381878588067,803.4,803.4,3,434460,4060009880,4060791820,0.5342266680352129,-10,51,276.685,12,32,55,61.0,187,5,44,8822
4060817390,11.19996113945763,73126.6,16943.1,4.316010647402188,803.4,803.4,2,434470,4060009880,4060791820,0.5587406665732123,-18,55,325.648,17,30,58,48.0,168,6,61,8821
4060817400,7.93905186036538,2803.7,2803.7,1.0,844.3,844.3,4,434426,4060009880,4060804910,0.6185144482288406,-36,33,171.841,9,17,106,24.0,96,5,81,9010
4060818780,12.156326574627444,190293.2,86190.4,2.2078236091258425,4121.8,4121.8,1,434995,4060009880,4060837170,1.0287899335008712,30,0,5.777,0,1,188,79.0,300,1,22,11565
4060818790,9.409854944840625,12207.1,12207.1,1.0,4121.6,4121.6,2,434994,4060009880,4060837170,1.0731931705989528,20,0,4.963,0,1,226,66.0,286,1,35,17065
4060828450,11.326010173113296,82950.4,5743.1,14.443488708188957,3724.6,3724.6,2,434985,4060009880,4060869520,1.0634042710476064,3,0,5.82,0,1,268,38.0,271,0,62,18318
4060828460,9.85818156157973,19113.1,19113.1,1.0,3724.6,3724.6,3,434984,4060009880,4060869520,1.082357311133646,10,0,27.158,0,4,182,46.0,298,3,57,16887
4060830030,10.757438943302652,46977.2,6908.3,6.800110012593546,1678.5,1678.5,2,434893,4060009880,4060815910,0.5257261387125192,-23,22,195.874,11,15,136,47.0,84,3,57,10166
4060830110,8.934323331054905,7587.0,7587.0,1.0,1678.5,1678.5,3,434892,4060009880,4060815910,0.5564947417703476,-12,28,182.139,6,15,125,34.0,104,1,67,7695
4060835350,8.881058224600306,7193.4,7193.4,1.0,1374.5,1374.5,4,434822,4060009880,4060795660,0.4521754979203282,-25,86,515.524,19,35,70,34.0,75,5,71,10166
4060835360,11.234979839113867,75732.8,10666.7,7.099927812725585,1374.7,1374.7,3,434823,4060009880,4060795660,0.4419937303843474,-28,48,529.361,16,23,60,34.0,65,2,68,9826
